replay_row_index,dataset_row_index,model_index,split_id,participant_id,ml_row_id,true_label,eeg_abs_alpha_central,eeg_abs_alpha_central_delta_base,eeg_abs_alpha_frontal,eeg_abs_alpha_frontal_delta_base,eeg_abs_alpha_occipital,eeg_abs_alpha_occipital_delta_base,eeg_abs_alpha_parietal,eeg_abs_alpha_parietal_delta_base,eeg_abs_alpha_temporal,eeg_abs_alpha_temporal_delta_base,eeg_abs_beta_central,eeg_abs_beta_central_delta_base,eeg_abs_beta_frontal,eeg_abs_beta_frontal_delta_base,eeg_abs_beta_occipital,eeg_abs_beta_occipital_delta_base,eeg_abs_beta_parietal,eeg_abs_beta_parietal_delta_base,eeg_abs_beta_temporal,eeg_abs_beta_temporal_delta_base,eeg_abs_delta_central,eeg_abs_delta_frontal,eeg_abs_delta_occipital,eeg_abs_delta_parietal,eeg_abs_delta_temporal,eeg_abs_highbeta_central,eeg_abs_highbeta_frontal,eeg_abs_highbeta_occipital,eeg_abs_highbeta_parietal,eeg_abs_highbeta_temporal,eeg_abs_theta_central,eeg_abs_theta_central_delta_base,eeg_abs_theta_frontal,eeg_abs_theta_frontal_delta_base,eeg_abs_theta_occipital,eeg_abs_theta_occipital_delta_base,eeg_abs_theta_parietal,eeg_abs_theta_parietal_delta_base,eeg_abs_theta_temporal,eeg_abs_theta_temporal_delta_base,eeg_frontal_alpha_asymmetry_f4_minus_f3,eeg_fz_theta_abs,eeg_fz_theta_rel,eeg_hjorth_activity_central,eeg_hjorth_activity_frontal,eeg_hjorth_activity_occipital,eeg_hjorth_activity_parietal,eeg_hjorth_activity_temporal,eeg_hjorth_complexity_central,eeg_hjorth_complexity_frontal,eeg_hjorth_complexity_occipital,eeg_hjorth_complexity_parietal,eeg_hjorth_complexity_temporal,eeg_hjorth_mobility_central,eeg_hjorth_mobility_frontal,eeg_hjorth_mobility_occipital,eeg_hjorth_mobility_parietal,eeg_hjorth_mobility_temporal,eeg_line_length_central,eeg_line_length_frontal,eeg_line_length_occipital,eeg_line_length_parietal,eeg_line_length_temporal,eeg_mav_central,eeg_mav_frontal,eeg_mav_occipital,eeg_mav_parietal,eeg_mav_temporal,eeg_mean_power_central,eeg_mean_power_frontal,eeg_mean_power_occipital,eeg_mean_power_parietal,eeg_mean_power_temporal,eeg_median_power_central,eeg_median_power_frontal,eeg_median_power_occipital,eeg_median_power_parietal,eeg_median_power_temporal,eeg_ratio_alpha_beta_central,eeg_ratio_alpha_beta_frontal,eeg_ratio_alpha_beta_occipital,eeg_ratio_alpha_beta_parietal,eeg_ratio_alpha_beta_temporal,eeg_ratio_theta_alpha_central,eeg_ratio_theta_alpha_frontal,eeg_ratio_theta_alpha_occipital,eeg_ratio_theta_alpha_parietal,eeg_ratio_theta_alpha_temporal,eeg_ratio_theta_beta_central,eeg_ratio_theta_beta_frontal,eeg_ratio_theta_beta_occipital,eeg_ratio_theta_beta_parietal,eeg_ratio_theta_beta_temporal,eeg_rel_alpha_central,eeg_rel_alpha_frontal,eeg_rel_alpha_occipital,eeg_rel_alpha_parietal,eeg_rel_alpha_temporal,eeg_rel_beta_central,eeg_rel_beta_frontal,eeg_rel_beta_occipital,eeg_rel_beta_parietal,eeg_rel_beta_temporal,eeg_rel_delta_central,eeg_rel_delta_frontal,eeg_rel_delta_occipital,eeg_rel_delta_parietal,eeg_rel_delta_temporal,eeg_rel_highbeta_central,eeg_rel_highbeta_frontal,eeg_rel_highbeta_occipital,eeg_rel_highbeta_parietal,eeg_rel_highbeta_temporal,eeg_rel_theta_central,eeg_rel_theta_frontal,eeg_rel_theta_occipital,eeg_rel_theta_parietal,eeg_rel_theta_temporal,eeg_rms_central,eeg_rms_frontal,eeg_rms_occipital,eeg_rms_parietal,eeg_rms_temporal,eeg_spectral_entropy_central,eeg_spectral_entropy_frontal,eeg_spectral_entropy_occipital,eeg_spectral_entropy_parietal,eeg_spectral_entropy_temporal,eeg_ssc_central,eeg_ssc_frontal,eeg_ssc_occipital,eeg_ssc_parietal,eeg_ssc_rate_central,eeg_ssc_rate_frontal,eeg_ssc_rate_occipital,eeg_ssc_rate_parietal,eeg_ssc_rate_temporal,eeg_ssc_temporal,eeg_var_central,eeg_var_frontal,eeg_var_occipital,eeg_var_parietal,eeg_var_temporal,eeg_zero_crossings_central,eeg_zero_crossings_frontal,eeg_zero_crossings_occipital,eeg_zero_crossings_parietal,eeg_zero_crossings_rate_central,eeg_zero_crossings_rate_frontal,eeg_zero_crossings_rate_occipital,eeg_zero_crossings_rate_parietal,eeg_zero_crossings_rate_temporal,eeg_zero_crossings_temporal
213,946,5,within_sub-009_holdout01,sub-009,eeg_row-001082,high_4_5_6,0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0.14084210699999999,0,0.12810933099999999,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.5678622499999999,1.856997453,2.0498445780000001,1.82631228,1.7800561050000001,0.33304930900000002,0.29893755300000002,0.25047949200000003,0.30224505600000001,0.33925367299999998,5.0880000000000002e-06,5.6230000000000002e-06,5.9900000000000002e-06,5.361e-06,6.2389999999999999e-06,1.4917e-05,1.9477999999999999e-05,2.3527999999999999e-05,1.7604e-05,1.8444000000000002e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.45736596299999999,0.67081495000000002,1.4174981959999999,1.0291878800000001,0.70986634000000004,1.842459997,1.364914019,2.9635636829999998,1.0618656479999999,1.334765701,0.84267848999999995,0.91560472999999998,4.2008461759999998,1.0928592539999999,0.94750524199999997,0.14046966399999999,0.163619979,0.13141723299999999,0.20245436,0.17741209999999999,0.307127498,0.243912243,0.092710687999999999,0.196712733,0.24992324599999999,0.176114892,0.242992822,0.28437679100000002,0.275943728,0.17621709599999999,0.018135228,0.015633542,0.0083929,0.018441385000000001,0.035655559000000003,0.25880973600000001,0.223327203,0.38946333999999999,0.21497933,0.23680358500000001,1.8819000000000001e-05,2.5457999999999999e-05,2.9991000000000001e-05,2.2053e-05,2.3047000000000001e-05,0.81226795100000004,0.78404986600000004,0.71812778300000002,0.78885645599999998,0.81022689000000003,123.666666667,131.14285714299999,123.5,132.33333333300001,0.16532976799999999,0.17532467500000001,0.165106952,0.17691622100000001,0.195187166,146,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,80.333333332999999,68,72.5,72.666666667000001,0.107254117,0.090787717000000004,0.096795727999999998,0.097018247000000002,0.107476636,80.5
214,1025,5,within_sub-009_holdout01,sub-009,eeg_row-001185,low_1_2_3,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0.40527058399999999,0,0.18377062,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.906214308,2.3112840170000002,2.2264237379999998,2.2649749699999999,2.1431078920000002,0.276647484,0.22686161199999999,0.22571696599999999,0.24660172,0.282677968,4.0690000000000003e-06,5.7409999999999998e-06,5.3399999999999997e-06,4.7400000000000004e-06,5.8850000000000004e-06,1.4754e-05,2.7124e-05,2.3127000000000001e-05,1.8496999999999999e-05,2.0953000000000001e-05,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.49556359700000002,0.58404862000000002,0.70689824800000001,0.66193338599999996,0.58350442700000005,2.5784887090000002,4.854490062,4.7874815220000002,2.7774187910000001,2.90460465,1.277805139,2.835258219,3.3842623010000001,1.838466223,1.6948496740000001,0.091559977000000001,0.051862034000000001,0.080335188000000002,0.088441267000000004,0.098585144999999999,0.18475928599999999,0.088797460999999994,0.113644627,0.13361052500000001,0.16895355100000001,0.38082585600000002,0.49083961500000001,0.30117334099999998,0.41027249700000001,0.32111750700000002,0.011183263000000001,0.0070903770000000001,0.0069862149999999996,0.011565232999999999,0.027011149000000002,0.23608636599999999,0.25176373000000002,0.38460322699999999,0.24563843799999999,0.28635087100000001,1.8516999999999999e-05,3.8631000000000003e-05,3.0507000000000001e-05,2.4683999999999999e-05,2.7436e-05,0.75424207700000001,0.70380288999999996,0.73433924800000006,0.73269166900000005,0.77883294400000003,124.666666667,129,118,140.66666666699999,0.16666666699999999,0.172459893,0.157754011,0.18805704100000001,0.197860963,148,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,62.666666667000001,53.142857143000001,58,70.666666667000001,0.083667112000000002,0.070951744999999997,0.077436582000000004,0.094348020000000005,0.095460613999999999,71.5
215,1003,5,within_sub-009_holdout01,sub-009,eeg_row-001154,low_1_2_3,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,-0,-0.42339528900000001,0,0.28825530500000002,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.7447235130000001,2.267003286,2.3025140240000002,2.1705492230000001,2.1923953009999999,0.31107771499999998,0.22995929500000001,0.21310273900000001,0.23575602500000001,0.272568115,5.0799999999999996e-06,6.1020000000000002e-06,5.8329999999999999e-06,4.9590000000000003e-06,6.2369999999999997e-06,1.5769000000000001e-05,2.8263999999999999e-05,2.7158999999999999e-05,2.02e-05,2.2246e-05,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.28724449000000002,0.64759474699999997,1.014224733,0.98629036699999995,1.0116223209999999,0.85056293500000002,2.1701407580000001,2.8401735270000001,1.3094006949999999,0.84614491999999997,0.24431951599999999,1.4053717539999999,2.8805742379999999,1.291449292,0.855979088,0.14621979299999999,0.12847356900000001,0.12539692999999999,0.201122832,0.23866474400000001,0.50904298699999995,0.19838575,0.123638209,0.20391848000000001,0.235922774,0.14161231399999999,0.28428188900000001,0.27598945699999999,0.24404135599999999,0.19657011399999999,0.017139620000000001,0.016468700999999999,0.0098339059999999999,0.017072298,0.040275422999999998,0.124369137,0.278805729,0.35614903999999997,0.26335037700000002,0.20194496100000001,2.0411000000000002e-05,4.0639999999999997e-05,3.5033999999999997e-05,2.6542000000000001e-05,3.0409e-05,0.81018515099999999,0.78768351299999995,0.75410670499999999,0.80880994299999998,0.83788652299999999,130.33333333300001,124.428571429,116.5,124,0.17424242400000001,0.166348358,0.15574866300000001,0.16577540099999999,0.18783422499999999,140.5,0,2.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,76.333333332999999,59.428571429000002,51.5,61.666666667000001,0.101913663,0.079343887000000002,0.068758343999999999,0.082331998000000003,0.10013351099999999,75
216,1042,5,within_sub-009_holdout01,sub-009,eeg_row-001205,high_4_5_6,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,-0.24758887600000001,0,0.141684904,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.532470443,1.8187632760000001,1.815432497,1.7754693070000001,1.8115139280000001,0.33308752000000003,0.29539347799999999,0.28081714699999999,0.30387888200000002,0.327103798,4.9779999999999996e-06,5.485e-06,5.2650000000000004e-06,5.3839999999999996e-06,6.3690000000000003e-06,1.4704e-05,1.9341e-05,1.9021e-05,1.7745999999999999e-05,1.9307e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.66318995300000005,0.85239139799999997,0.82422714600000002,1.1372238939999999,1.044629818,0.80378017300000004,0.94152180500000004,1.6958136189999999,0.96624569900000001,1.0116499640000001,0.53305893500000001,0.80254508800000002,1.3977356190000001,1.098837697,1.0567997179999999,0.233524551,0.216270658,0.15843064000000001,0.24084519800000001,0.24113579500000001,0.35212317300000001,0.25372224399999999,0.192217207,0.21178344900000001,0.23083372799999999,0.13571939899999999,0.22119090699999999,0.238882704,0.20132636400000001,0.14336142199999999,0.008499263,0.014446145000000001,0.0093803919999999995,0.021238130000000001,0.023984709,0.18770240399999999,0.20362353999999999,0.26866883699999999,0.232715637,0.24394501800000001,1.8505e-05,2.5664999999999999e-05,2.3697999999999999e-05,2.1997e-05,2.4490000000000001e-05,0.83450292699999995,0.82066050700000004,0.794600639,0.82667802999999995,0.83235374399999995,120.333333333,121.714285714,115,128.33333333300001,0.16087344000000001,0.162719633,0.15374331599999999,0.171568627,0.18048128299999999,135,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,81.666666667000001,68.428571429000002,70,73,0.109034268,0.091359908000000004,0.093457944000000001,0.097463283999999997,0.10647529999999999,79.75
217,918,5,within_sub-009_holdout01,sub-009,eeg_row-001054,baseline,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,-0,-0.42045382399999998,0,0.13767718200000001,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.711842707,2.267080408,2.4502129739999998,1.952659921,1.654878286,0.35063438600000002,0.25288443999999999,0.22448505899999999,0.28782781800000001,0.45755352500000002,5.4920000000000001e-06,5.9619999999999998e-06,5.3879999999999999e-06,6.1059999999999996e-06,1.2320000000000001e-05,1.5016e-05,2.4002000000000002e-05,2.3023e-05,2.0219000000000001e-05,2.5459000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.463568696,0.85966330599999996,1.155577447,1.0124608070000001,0.27398636199999998,1.2191934579999999,2.225563985,3.5229593119999998,1.5972204249999999,1.0798056570000001,0.56517992100000003,1.913235692,4.0710523299999997,1.61712308,0.29585202399999999,0.17288994699999999,0.13987548899999999,0.121139416,0.20323625100000001,0.12685849599999999,0.37295432000000001,0.162709619,0.104830201,0.200734932,0.46301025899999998,0.117252115,0.27488058399999998,0.24780923899999999,0.15810344400000001,0.102604668,0.040705337000000001,0.015184693000000001,0.01480092,0.030572647000000001,0.107042727,0.21078629300000001,0.31130185100000002,0.42676923500000002,0.32461309100000002,0.136982522,1.946e-05,3.5284999999999998e-05,3.1007000000000003e-05,2.6222999999999999e-05,3.3401000000000001e-05,0.85977066700000004,0.75967952299999997,0.72047136499999997,0.81245275800000005,0.89050775999999998,143.33333333300001,138.285714286,135,131,0.19162210299999999,0.18487395000000001,0.18048128299999999,0.17513369000000001,0.22961229899999999,171.75,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,93.666666667000001,66.571428570999998,63,70.333333332999999,0.12505563,0.088880412000000006,0.084112149999999997,0.093902981999999996,0.15654205600000001,117.25
218,974,5,within_sub-009_holdout01,sub-009,eeg_row-001116,low_1_2_3,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,-0.20041688699999999,0,0.167532031,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,1.6620481469999999,2.0324537,1.9704009689999999,1.8516168909999999,2.0797747860000002,0.33301293500000001,0.27524042399999998,0.27008689600000002,0.29537914500000001,0.30200023599999998,4.5480000000000003e-06,5.1839999999999998e-06,5.4280000000000004e-06,5.011e-06,5.1449999999999999e-06,1.3332e-05,1.9108000000000001e-05,1.9953999999999999e-05,1.6299000000000001e-05,1.6249e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0,0,0.445616809,0.50811393500000002,1.1733784709999999,0.63009612999999998,0.96090908900000005,1.765144746,3.7371456080000001,2.1079681130000001,1.8292883360000001,1.7510207390000001,0.78657816999999997,1.89889576,2.4734444010000001,1.1526275020000001,1.6825717440000001,0.13064594199999999,0.077734147000000003,0.17134334000000001,0.136123193,0.14266330999999999,0.29318001300000002,0.15298566399999999,0.14602563800000001,0.216035596,0.148467021,0.248610461,0.34287675200000001,0.16342883899999999,0.28549996700000002,0.29491946299999999,0.014081844,0.010395461999999999,0.011997301,0.014378624,0.028803026999999998,0.23060899800000001,0.29050382800000002,0.36118629699999999,0.24900857000000001,0.249806415,1.7091999999999998e-05,2.7881999999999998e-05,2.5743000000000001e-05,2.1288e-05,2.1359e-05,0.82263494100000001,0.76462305399999997,0.78176225099999996,0.79227095999999997,0.75975143700000003,134.66666666699999,133,140.5,129,0.18003565099999999,0.17780748699999999,0.18783422499999999,0.172459893,0.19451871700000001,145.5,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,82,67,72,77,0.109479306,0.089452603000000006,0.096128170999999998,0.10280373800000001,0.10046729,75.25
219,1057,5,within_sub-009_holdout01,sub-009,eeg_row-001220,high_4_5_6,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,-0,-0.36128360199999998,0,0.112244234,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,1.567235814,1.791133469,2.091820341,1.815766963,1.7844135109999999,0.33588685299999999,0.322096885,0.25930368599999998,0.33380379199999999,0.35770979899999999,4.6349999999999997e-06,4.7430000000000002e-06,4.9459999999999997e-06,4.9830000000000004e-06,5.5330000000000002e-06,1.3957999999999999e-05,1.6294999999999999e-05,2.0296e-05,1.5174000000000001e-05,1.5619000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0,0,0.67679834500000002,0.49345900500000001,1.1033350470000001,0.84811267999999995,0.78641279799999997,0.67003591299999998,1.5622515770000001,2.5847439900000002,1.2570717170000001,0.92804450999999999,0.453479197,0.77090710799999995,2.8518386310000001,1.0661384629999999,0.72982607899999996,0.23709316999999999,0.13499767300000001,0.15205378999999999,0.210620528,0.22015741599999999,0.350315824,0.273574241,0.13781288899999999,0.248340265,0.27995146599999998,0.17016510600000001,0.27420207299999999,0.198739899,0.15020773900000001,0.15851544400000001,0.013404907000000001,0.019458563000000002,0.011916237,0.029675409999999999,0.064179650000000005,0.15886093900000001,0.210900327,0.393020121,0.26476510800000003,0.204315881,1.7580000000000001e-05,2.1392000000000001e-05,2.5068000000000001e-05,1.9038999999999998e-05,1.9933e-05,0.831031466,0.82619572799999996,0.75644493700000004,0.80751443899999997,0.86479041099999998,127.666666667,142.42857142899999,137,144.33333333300001,0.170677362,0.190412529,0.18315508,0.19295900199999999,0.20755347599999999,155.25,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,79.333333332999999,67,58,75.666666667000001,0.105919003,0.089452603000000006,0.077436582000000004,0.101023587,0.10847797100000001,81.25
220,1083,5,within_sub-009_holdout01,sub-009,eeg_row-001246,low_1_2_3,0,0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,0,-0.132121076,0,0.11197494299999999,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.6378134790000001,2.246963257,2.1499138009999998,2.0043491389999999,2.1549138509999999,0.32972326400000002,0.247743291,0.25984408199999998,0.292897395,0.29935573199999999,4.6029999999999998e-06,6.0419999999999999e-06,6.5239999999999997e-06,5.6960000000000002e-06,6.7089999999999996e-06,1.4097000000000001e-05,2.3926000000000001e-05,2.4496000000000001e-05,1.8389999999999998e-05,2.1582000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.66138896999999996,0.70786675499999996,0.68186588999999997,0.66986916799999996,0.72046849599999996,0.95439162700000002,3.5248568329999999,3.0493255420000001,1.3051157259999999,2.002358509,0.63122409499999999,2.4951289669999999,2.0792310760000001,0.87425678600000001,1.4426362239999999,0.205639143,0.071482463999999996,0.092325915999999994,0.13843825900000001,0.116241337,0.31092012800000002,0.10098293699999999,0.13540187000000001,0.20666462299999999,0.16134131900000001,0.19550562599999999,0.476187056,0.39001354599999999,0.34930120999999997,0.35481621200000002,0.017545419999999999,0.010528717,0.020936507,0.026636132,0.033401448,0.19626027600000001,0.25196545199999998,0.28153177499999998,0.180677949,0.232756831,1.7765e-05,3.5703e-05,3.2982999999999999e-05,2.3801000000000001e-05,2.9556999999999998e-05,0.83223436699999997,0.73397874699999999,0.76302203800000001,0.78176502699999995,0.79225042000000001,129.33333333300001,135.14285714299999,132,142,0.172905526,0.180672269,0.17647058800000001,0.18983957200000001,0.20454545499999999,153,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,74.666666667000001,71.714285713999999,69,73.333333332999999,0.099688473999999999,0.095746709999999999,0.092122830000000003,0.097908322000000006,0.10246996,76.75
221,1140,6,within_sub-010_holdout01,sub-010,eeg_row-001306,low_1_2_3,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0.21017509700000001,0,0.19500214499999999,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.9289329369999999,2.4194830710000002,2.761367017,2.3934189539999999,1.766976425,0.32398179100000002,0.25469868499999998,0.235822011,0.23258573699999999,0.41247265300000002,5.0340000000000004e-06,5.2499999999999997e-06,6.1430000000000003e-06,4.561e-06,9.2720000000000003e-06,1.4637000000000001e-05,2.4102999999999999e-05,2.5517e-05,1.9539e-05,2.2259000000000002e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.51923269599999999,0.58571666300000003,0.53786642100000004,0.54517318800000003,0.32422280799999997,2.0745135800000001,3.6790082740000001,4.345314406,3.157840566,1.9610698609999999,1.0771552790000001,2.15485645,2.3371987089999999,1.721570007,0.63582357599999995,0.10380833,0.052878376999999997,0.046495823999999998,0.069112866999999994,0.082629777000000001,0.199926412,0.090279788999999999,0.086444929000000004,0.126772314,0.25485491700000001,0.32296472399999998,0.52593210599999995,0.52638645299999998,0.46468834799999997,0.318265678,0.046295647000000002,0.011485093,0.024989929000000001,0.012775806000000001,0.094347782000000005,0.21535178999999999,0.194539986,0.20203897600000001,0.218247414,0.16204276500000001,1.9108000000000001e-05,3.4246999999999999e-05,3.4079999999999999e-05,2.5715e-05,2.8798000000000001e-05,0.80982673100000002,0.70345011099999999,0.65810827699999996,0.70698981400000005,0.84673197300000003,151.66666666699999,149.714285714,158.5,137,0.20276292300000001,0.200152788,0.21189839599999999,0.18315508,0.23596256700000001,176.5,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,82.666666667000001,66.857142856999999,65,62.666666667000001,0.110369381,0.089261873000000005,0.086782376999999994,0.083667112000000002,0.14018691599999999,105
222,1113,6,within_sub-010_holdout01,sub-010,eeg_row-001276,baseline,0,-0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,-0,0,1.0000000000000001e-09,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0.026196936000000001,0,0.098456479,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.796472622,2.383165918,1.9302789730000001,2.0954348729999999,1.451972963,0.36495491400000002,0.26811380299999998,0.366798554,0.27699662800000002,0.50496456700000003,5.84e-06,4.5979999999999999e-06,7.4909999999999999e-06,4.9869999999999999e-06,1.165e-05,1.4907e-05,1.7212999999999999e-05,1.9483e-05,1.7674000000000001e-05,2.2747000000000001e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,0,0,0,0,0,0.34391212799999998,0.66333050400000004,0.417248173,0.62047629500000001,0.173557981,2.3749264929999998,3.57023205,2.6264812850000001,1.6104044230000001,1.4446284540000001,0.81676602399999998,2.368243825,1.0958945179999999,0.99921777000000001,0.25072679799999997,0.1080424,0.061972869,0.081682650999999995,0.10722213999999999,0.066922117000000003,0.31415699200000002,0.093426834,0.195765149,0.172806183,0.385589395,0.160310801,0.50354553199999996,0.34926053600000001,0.44951014,0.22735967200000001,0.084919937000000001,0.015960920999999999,0.059713451000000001,0.016650928999999998,0.13723637899999999,0.256592757,0.22125752200000001,0.214537953,0.17267100899999999,0.096677594000000006,1.8964e-05,2.5857e-05,2.5797000000000001e-05,2.2915e-05,2.8963e-05,0.82250727899999998,0.71933440400000004,0.79254998799999998,0.71758980400000005,0.88071403500000001,158.33333333300001,154.14285714299999,179.5,145.33333333300001,0.211675579,0.20607333799999999,0.23997326199999999,0.19429589999999999,0.23863636399999999,178.5,0,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,1.0000000000000001e-09,86.666666667000001,73.285714286000001,88,70.666666667000001,0.115709835,0.097844744999999997,0.117489987,0.094348020000000005,0.15821094799999999,118.5
223,1114,6,within_sub-010_holdout01,sub-010,eeg_row-001277,baseline,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0.13147477299999999,0,0.45887686900000002,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,1.8320669999999999,2.333310537,2.095286771,2.0412788769999999,1.43876143,0.376300474,0.272361466,0.34045920299999999,0.28879485300000002,0.51880320199999996,5.7019999999999998e-06,4.6990000000000002e-06,7.1629999999999999e-06,4.9099999999999996e-06,1.1736000000000001e-05,1.3523000000000001e-05,1.5967000000000001e-05,1.9468000000000001e-05,1.6449000000000001e-05,2.2181e-05,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,0,0,0,0,0,0.43066105300000002,0.69152508700000004,0.58243489199999998,0.70022684899999998,0.17289754199999999,1.0323053529999999,6.4217763379999999,4.7317459749999999,2.952813248,3.6927305800000001,0.44457371000000001,4.4408194400000003,2.7559339559999998,2.0676391160000001,0.63846404199999995,0.13526466000000001,0.058681773999999999,0.080734069000000006,0.11303996500000001,0.054243663999999997,0.31408612200000002,0.084858487999999996,0.13861475300000001,0.161433348,0.31373299700000001,0.225373511,0.33217219100000001,0.25313643499999999,0.245309048,0.15397513500000001,0.12594360800000001,0.015386240000000001,0.039970172999999998,0.028617268000000001,0.18652231999999999,0.139634432,0.376841225,0.38201310500000002,0.33378590499999999,0.200307238,1.7275999999999999e-05,2.4559999999999999e-05,2.7042e-05,2.1511000000000001e-05,2.8172999999999999e-05,0.81860821900000003,0.72263286800000004,0.76951349499999999,0.76328497399999995,0.87965260199999995,159.33333333300001,154.85714285700001,176,140,0.21301247800000001,0.20702826599999999,0.235294118,0.18716577500000001,0.23629679100000001,176.75,0,1.0000000000000001e-09,1.0000000000000001e-09,0,1.0000000000000001e-09,90.666666667000001,80.857142856999999,95,79.666666667000001,0.12105028900000001,0.107953462,0.12683578100000001,0.10636404100000001,0.17089452599999999,128
